,Artist,Biography,Listeners,Playcount,Similar
550,Vũ Khanh,"Vũ Khanh (1954-    ) is a popular overseas Vietnamese singer.

Born as Vũ Công Khanh on April 1, 1954 in Hanoi, North Vietnam. Following his family's move to South Vietnam, he was raised in a deeply religious Roman Catholic family in Saigon.  After resettling in the United States upon the Fall of Saigon, Vũ Khanh finally embarked on his professional singing career.  In 1978, he made his first public performance with the song, Cô Hàng Nước (written by Vũ Minh) <a href=""https://www.last.fm/music/+noredirect/V%C5%A9+Khanh"">Read more on Last.fm</a>",1089,12794,"('Khánh Hà', 'Sĩ Phú', 'Thái Hiền', 'Duy Quang', 'Ngoc Lan')"
551,Claudio Villa,"Claudio Villa: byname of Claudio Pica (1 January 1926 - Padova, February 7, 1987), born and living in the  proletarian (now  touristic) Trastevere quarter of Rome, in via della Lungara  and via Angelo Tittoni, then with success moving to a via Folco Portinari flat, in the Monteverde nuovo middle class quarter.
He was an actor and  Italian Tenor,  who specialised in romantic-melodic “musica leggera”, reaching a sort of The Voice status in Italy as “il reuccio (della canzone)” - the  small king <a href=""https://www.last.fm/music/Claudio+Villa"">Read more on Last.fm</a>",35221,205276,"('Renato Carosone', 'Domenico Modugno', 'Roberto Murolo', 'Aurelio Fierro', 'Fred Buscaglione')"
552,Mikhail Krug,"Inccrect name of Михаил Круг <a href=""https://www.last.fm/music/Mikhail+Krug"">Read more on Last.fm</a>",18474,193276,"('Bravo', 'Auktyon', 'Бутырка', 'Ruki Vverh!', 'Antoha MC')"
553,Ruriko Kuboh," <a href=""https://www.last.fm/music/Ruriko+Kuboh"">Read more on Last.fm</a>",900,4678,"('Kiyomi Suzuki', 'Ann Lewis', '久宝留理子', 'Yumi Tanimura', 'Ryoko Shinohara')"
554,Gabriel Raymon," <a href=""https://www.last.fm/music/Gabriel+Raymon"">Read more on Last.fm</a>",1463,5619,"('El Caballero Gaucho', 'Lucho Bowen', 'Los Relicarios', 'Oscar Agudelo', 'Rómulo Caicedo')"
555,Abdelaziz Stati,"عبد العزيز العرباوي المعروف باسم الستاتي هو مغني مغربي من مواليد العونات بإقليم سيدي بنور في سنة 1961، يعتبر الستاتي رائد الأغنية الشعبية، ويرجع سبب تسميته بهذا اللقب لكونه يمتلك إصبعا سادسا في يده اليمنى. يقطن عبد العزيز الستاتي بمدينة الدار البيضاء. <a href=""https://www.last.fm/music/Abdelaziz+Stati"">Read more on Last.fm</a>",1693,8491,"('Daoudi', 'Najat Aâtabou', 'Said Senhaji', 'Senhaji', 'Sanhaji')"
556,NIKITA,"There are at least 7 artists under the name Nikita.
1. Ukrainian pop duo; Julia Kavtaradze and Dasha Astafyeva (spelled “NikitA”). Julia left and was replaced by Anastasiya Kumeiko and Yulia Brychkovska.
2. Experimental Jazz and electronic musician from the netlabel Dramacore.
3. Natashia Nikita is an Indonesian Christian singer, popular with her singles ""Di Doa Ibuku Namaku Disebut"" and “Seperti Yang Kau Ingini”.
4. Dundee guitar rock band active in the early 00s <a href=""https://www.last.fm/music/NIKITA"">Read more on Last.fm</a>",52872,764383,"('ВИА Гра', 'Винтаж', 'LOBODA', 'Вера Брежнева', 'SEREBRO')"
557,Kim Marques," <a href=""https://www.last.fm/music/Kim+Marques"">Read more on Last.fm</a>",6194,31817,"('Alberto Moreno', 'Nelsinho Rodrigues', 'Roberto Gama', 'Mauro Cotta', 'Edilson Morenno')"
558,Luciano Rossi," <a href=""https://www.last.fm/music/Luciano+Rossi"">Read more on Last.fm</a>",7861,62064,"('Driftwood Drive', 'Tessa Rose Jackson', 'Benoit Guivarch', 'Luca Barbarossa', 'Mino Reitano')"
559,Carl Belew,"Carl was born in Salina, Oklahoma April 21, 1931. In the mid fifties he won an amateur contest in Pasadena, California which led to a recording contract with Decca Records and started singing professionally. He was on the Louisiana Hayride for a while, then in 1959 moved to Nashville to appear on the Grand Ole Opry.

This bio is a short summary of the album liner written by Ralph Emery for Carl's self titled album ""Carl Belew"", Decca # DL74074. <a href=""https://www.last.fm/music/Carl+Belew"">Read more on Last.fm</a>",3718,18151,"('Justin Tubb', 'Roy Drusky', 'Ernest Ashworth', 'Tony Booth', 'Carl Butler')"
560,Boyracer,"Boyracer is an English/American indie rock band formed in Leeds in 1990. The only original member of the first line-up is Stewart Anderson,  the main songwriter. They released their first singles on the UK indie pop label Sarah Records and eventually disbanded in 1996, but after Stewart Anderson married Jen Turrell he reunited the band with Turrell on bass and vocals and Ara Hacopian on drums. <a href=""https://www.last.fm/music/Boyracer"">Read more on Last.fm</a>",35500,546140,"('Even as We Speak', 'The Orchids', 'Cub', 'The Field Mice', 'The Aislers Set')"
561,Rashid Beibutov,"Rashid Behbudov (Azerbaijani: Rəşid Məcid oğlu Behbudov, December 14, 1915 - June 19, 1988) was an Azerbaijani singer and actor. He sang in Azerbaijani, Russian, Persian, Turkish, Hindi, Urdu and Bengali among other languages.
He became popular when he played the lead role of Askar, the wealthy peddler, in a movie Arshin Mal Alan (“The Cloth Peddler”) which was based on a 1913 musical comedy by Uzeyir Hajibeyov.
Rashid’s father, Majid Behbudlu was a well-known singer too.  <a href=""https://www.last.fm/music/Rashid+Beibutov"">Read more on Last.fm</a>",4859,53308,"('Andrey Babayev', 'Şövkət Ələkbərova', 'Flora Kərimova', 'Nərminə Məmmədova', 'Akif İslamzadə')"
562,Zemlyane,"Zemlyane (Земля́не) is a rock band, formed in 1977 in Russia (USSR at that time). They write songs which refer to home. Some of their most famous songs are ""Trava y doma"" (Трава у дома - The grass at home), ""Prosti, Zemlia"" (Прости, Земля - Forgive me, Land), ""Kaskadioryi"" (Каскадеры - Stunt men) etc. In 1989 Zemlyane changed their name to ""East express"" (Восточный Экспресс).

Nowadays the band consists of: <a href=""https://www.last.fm/music/Zemlyane"">Read more on Last.fm</a>",16962,137989,"('Vadim Kazachenko', 'Группа ""Солдаты о войне""', 'Edita Piekha', 'Sergey Shnurov', 'Mikhail Boyarskiy')"
563,Karen Busck,"Karen Busck is a Danish singer songwriter. She was born on the 5th of January 1975. She grew up in Aarhus, Copenhagen, Tustrup Hede, Nørager - Aarhus, and currently lives in Oslo, Norway. In 1995 she applied to the music conservatory in Aarhus and was atmited. Five years later she graduated as a singer and songteacher with six songs that she had written herself. She sent a demo tape to the record label Mega Records that called the very next day. Those songs and a few more she quickly wrote would become her debut album ""Hjertet Ser"" (2001) <a href=""https://www.last.fm/music/Karen+Busck"">Read more on Last.fm</a>",4913,27609,"('Erann DD', 'Danseorkestret', 'Ray Dee Ohh', 'Martin Brygmann', 'Søs Fenger')"
564,The Resonars,"The Resonars is Matt Rendon, out of Arizona.  While The Resonars is a contemporary band, the style and recording of their music is uncannily reminiscent of the early to mid 60's, blending psychedelic pop and garage with harmonies worthy of the Beach Boys.   <a href=""https://www.last.fm/music/The+Resonars"">Read more on Last.fm</a>",5727,70210,"('Warm Soda', 'The White Wires', 'The Tough Shits', 'OBN IIIs', 'The Barreracudas')"
565,Nelly Makdessy,"Nelly started her musical career in the amateurs TV program “Kaass El Noujoum” presented on LBC, where she won the first place, and got three golden cups. She was also studying law at the same time.
After her success in “Kaass El Noujoum” she devoted herself to music and published three albums in three years, the first was “Shouf el Ein”, her second “Ahli Arab” arriving to her third album “Ana Eh”.
Nelly Makdessy appeared on magazine's covers, the press and media followed her closely from the beginning of her career. <a href=""https://www.last.fm/music/+noredirect/Nelly+Makdessy"">Read more on Last.fm</a>",288,2471,()
566,Malan Thomsen," <a href=""https://www.last.fm/music/Malan+Thomsen"">Read more on Last.fm</a>",97,544,"('Páll Finnur Páll', 'Frændur', 'Martin Joensen', 'Makrel', '200')"
567,Daklon,"Daklon (born Yosef Levy, April 6, 1944) is an [tav]Israeli singer and a trailblazer of Mizrahi music, a genre that fuses Middle Eastern, North African, and Mediterranean sounds. Born in Tel Aviv’s Kerem Hateimanim neighborhood to Jewish immigrants from Yemen, he began performing at age 11 and launched his professional career in the late 1950s.

Daklon’s music draws on Yemenite Jewish traditions, biblical poetry, psalms, and ancient Jewish hymns, as well as popular Greek and Hindi melodies, which he adapted into Hebrew. <a href=""https://www.last.fm/music/Daklon"">Read more on Last.fm</a>",1619,18149,"('Lehakat Tzliley Haud', 'Nati Levi', 'Haim Moshe', 'Zohar Argov', 'Tzliley Hakerem')"
568,DAT Politics,"facebook * soundcloud * myspace

DAT politics is a French electronic band created in 1999. Their energetic live shows explain the cult like enthusiasm that surrounds the french electronic combo as they’ve been touring the world extensively over the years. The two founder members, Claude  and Gaetan  (who created Tone Rec and Skipp) are also involved in photography and graphic design which leads them to create their own records covers, websites, t-shirts et cetera. <a href=""https://www.last.fm/music/DAT+Politics"">Read more on Last.fm</a>",49880,729203,"('Cex', 'Kid606', 'Luke Vibert', 'Mouse on Mars', 'The Flashbulb')"
569,Marante,"António Marante integra, desde 1980, com o seu irmão Jorge, o Agrupamento Musical Diapasão. Tem uma carreira a solo com relativo sucesso, embora seja conhecido sobretudo pelos temas ""A Bela Portuguesa"" e ""Viagem de Postal"", do grupo Diapasão. A solo, interpreta sobretudo temas importados do Brasil. <a href=""https://www.last.fm/music/Marante"">Read more on Last.fm</a>",3140,23791,"('Broa de Mel', 'Fernando Santana', 'Fernando Correia Marques', 'Marco Paulo', 'José Alberto Reis')"
570,Sako,"Sako is a band from Slovakia on the edge of rock'roll, funk, punk, whatever (name it if you can). Sound is spontaneous, unbound but also melodious. Sako was formed in 2003. Beginning was devoted to defining the band on rehersals in a garage. After several changes, members finally are: Medved (vocal & guitar), Cibi (bass), Hrabie (guitar) and Marek (drums). Debut album was released in April 2007 and is called Vety a Veci, which means Sentences and Things. It was produced by Marek Rakovický (Lavagance) and Matúš Vallo (Para).	 <a href=""https://www.last.fm/music/Sako"">Read more on Last.fm</a>",5492,69323,"('The Swan Bride', 'Vetroplach', 'Cliche', 'The Bridgeheads', 'Free Faces')"
571,Peter Vesth," <a href=""https://www.last.fm/music/Peter+Vesth"">Read more on Last.fm</a>",1174,11384,"('Jacob Haugaard', 'Bo Evers', 'Isam B', 'Jimmy Jørgensen', 'Emil Kruse')"
572,Andréa Pinheiro," <a href=""https://www.last.fm/music/Andr%C3%A9a+Pinheiro"">Read more on Last.fm</a>",114,1576,"('Vital Lima', 'Walter Bandeira', 'Olivar Barreto', 'Walter Freitas', 'Simone Almeida')"
573,Sylvia Pantoja,"Sylvia Pantoja nació en Sevilla un 11 de mayo. Desde muy pequeña respiró el arte de su familia, su abuelo fue un gran cantaor flamenco que ya le hacia bailar al compás de los tangos con sólo 2 años. Sylvia debutó en los escenarios a los 16 años, de la mano de su primo Chiquetete.
A raiz de una aparición en TVE en una gala de Nochevieja, la discográfica EMI la fichó y editó sus dos primeros discos ""18 primaveras"" y ""Sin cadenas"", con un éxito notable tanto en ventas como crítica. <a href=""https://www.last.fm/music/Sylvia+Pantoja"">Read more on Last.fm</a>",206,2524,"('Tatiana Delalvz', 'La Húngara', 'Rosa López', 'Shakira Martínez', 'Nuria Fergó')"
574,Hong Kyung-min," <a href=""https://www.last.fm/music/Hong+Kyung-min"">Read more on Last.fm</a>",2298,12352,"('Shin Hyo Bum', '발라드싱어', 'Cha Tae Hyun', '7080 뮤직 패밀리', 'Park Hyuck Jin')"
575,Robbie Klay," <a href=""https://www.last.fm/music/Robbie+Klay"">Read more on Last.fm</a>",87,405,"('Tom Klijbroek', 'JC Satellite', 'Jackson Cook', 'Nicholas Fletcher', 'Mak and the Dudes')"
576,Giorgos Papadopoulos,"Giorgos Papadopoulos (born in Nicosia, Cyprus) is a Cypriot singer who began its career in Cyprus. After 3 successful EPs he released his first album in both Greek and Cypriot market and started getting popularity also in Greece. He worked with Anna Vissi, Christos Dantis, Nama, Constantinos Christoforou, Christos Thiveos, Helena Paparizou and others.

Discography:
Sto Vitho (2003)
First EP, released only in Cyprus. Reached Gold status. The lead single was a composition by popular Greek composer Christos Dantis. <a href=""https://www.last.fm/music/Giorgos+Papadopoulos"">Read more on Last.fm</a>",6875,81413,"('Ilias Vrettos', 'Γιώργος Σαμπάνης', 'Nikiforos', 'Nikos Oikonomopoulos', 'Nikos Apergis')"
577,Dạ Nhật Yến," <a href=""https://www.last.fm/music/D%E1%BA%A1+Nh%E1%BA%ADt+Y%E1%BA%BFn"">Read more on Last.fm</a>",472,4718,"('Da Nhat Yen', 'Hoàng Thục Linh', 'Khánh Hà', 'Ngoc Lan', 'Lê Uyên')"
578,Youmni Rabii," <a href=""https://www.last.fm/music/Youmni+Rabii"">Read more on Last.fm</a>",1573,7291,"('Moustapha Bourgogne', 'Daoudi', 'Abdelaziz Stati', 'Saïd Senhaji', 'Sawamit')"
579,Ngoc Lan,"""Ngoc Lan passed away at 8:25AM on Tuesday March 6, 2001, at Vencor Hospital in Southern California. She was born in 1956. Her maiden name was Maria Thanh Lan Le. At 44, Ngoc Lan is leaving behind many fond memories of her sweet and lovely voice for her beloved fans. It will linger on as a musical legacy for a long time to come."" (From Ngoc Lan's Biography on VietScape). <a href=""https://www.last.fm/music/Ngoc+Lan"">Read more on Last.fm</a>",3873,66179,"('Elvis Phương', 'Khánh Hà', 'Ý Lan', 'Vũ Khanh', 'Duy Quang')"
580,Stanley Peiris," <a href=""https://www.last.fm/music/Stanley+Peiris"">Read more on Last.fm</a>",46,131,"('Chandimal Fernando', 'Priyantha Fernando', 'Clarence Wijewardene', 'H.R. Jothipala', 'Saman de Silva')"
581,Alazan," <a href=""https://www.last.fm/music/Alazan"">Read more on Last.fm</a>",2857,12777,"('La Húngara', 'Selena Leo', 'Raya Real', 'Dani Mata', 'Decai')"
582,Gian Pieretti," <a href=""https://www.last.fm/music/Gian+Pieretti"">Read more on Last.fm</a>",2257,8069,"('Ricky Gianco', 'I Camaleonti', 'Don Backy', 'I Corvi', 'Gianni Nazzaro')"
583,Ljupka Dimitrovska,"Ljupka Dimitrovska (Љупка Димитровска) (25 July 1946 – 3 October 2016) was a Macedonian-born Croatian singer, born in Skopje. Internationally she was best known for ""Adio"", written by Nikica Kalogjera and Ivica Krajač, which won the first prize at the 1970 Athens pop song festival. She died in Zagreb.

  <a href=""https://www.last.fm/music/Ljupka+Dimitrovska"">Read more on Last.fm</a>",6414,37920,"('Beti Jurkovič', 'Ivica Serfezi', 'Zdenka Kovačiček', 'Tereza Kesovija', 'ASANOVIĆ TIHOMIR POP')"
584,Leroy Anderson,"Leroy Anderson (June 29, 1908 – May 18, 1975) was best known as an American composer of short, light concert music pieces, many of which were introduced by the Boston Pops Orchestra under the direction of Arthur Fiedler. John Williams described him as ""one of the great American masters of light orchestral music."" <a href=""https://www.last.fm/music/Leroy+Anderson"">Read more on Last.fm</a>",155814,688167,"('101 Strings', 'Andy Williams', 'Ray Conniff', 'George Gershwin', 'Mannheim Steamroller')"
